"Priority","Case ref","Case Age Old","Status","Sub Region Name","Machine Down Status","End User Name","MD Duration","HP Product","Case Subject","Assignment group","Escalation Level","Case Category","Case Subcategory","External Comments","Internal comments","Closure Note          (Customer Visible)","Closure Note         (Internal)","Customer Feedback","CSAT Customer Survey Score","Cause Code L1","Cause Code L2","Cause Code L3"
"2 - High","CS21532576","127260","Work In Progress","NA East","MD Restored","Pratt Industries","4620","HP PWI T1195i 6 Color","RS37 - Phone - Pocket board need FPGA upgrade","AMS PWP T3","Tech Group","Break & Fix","Print Bar Hardware","","2025-12-02 04:35 - Miguel Perez (FSE) (Internal comments)
The press is running

2025-12-02 04:35 - Miguel Perez (FSE) (Internal comments)
Screenshot 2025-12-01 22:35.png copy/pasted into the case

2025-12-02 03:57 - Mu-Liang Liu (CCE) (Internal comments)
State for case task CSTASK0382003 changed to Closed

2025-12-02 03:57 - Mu-Liang Liu (CCE) (Internal comments)
Case Task: 
press is up and TASk can be closed



2025-12-02 02:38 - Darren Dolling (CCE) (Internal comments)
State for case task CSTASK0382003 changed to Open

2025-12-02 01:25 - DENIS TSEKHANOVICH (CCE) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=79446531c3a5be104fa5dd1f050131f8'target='_blank'> CSTASK0382003</a>[/code] has been created

2025-12-02 01:03 - Abe Ibrahim (ASM) (Internal comments)
@Tom Koch (RSE)  cant the FPGA be upgraded remotely?  I don't see notes as to why we cannot try

","","","","","","",""
"3 - Moderate","CS21537162","70860","Resolved","NA West","MD Restored","Xpressdocs Partners, Ltd.","3720","HP PWI A2200","DP69 - Phone - Vision not coming on ","WW PWP RS","Care Center","Break & Fix","Vision System","2025-12-02 17:32 - Dustin Dang (RSE) (External Comments)
Closure notes: Restarted IPC

2025-12-02 17:30 - Dustin Dang (RSE) (External Comments)
IPC webpage was not working. Restarted IPC

2025-12-02 17:21 - Dustin Dang (RSE) (External Comments)
Still not able to connect to the press

2025-12-02 17:03 - Dustin Dang (RSE) (External Comments)
Spoke with Enrique and informed him to check with IT to enable remote access. Currently, not able to connect to the press.

","","Restarted IPC","","","","Vision System","IRIS Issue","Performed Maintenance"
"3 - Moderate","CS21536450","78000","Work In Progress","NA East","MD Restored","Wilen","3660","HP PWI A2200","DP37 - Phone - Optimiser hear error STOP","AMS PWP T2","Field","Break & Fix","Press Hardware - Other","","2025-12-02 15:35 - Rodrigo Juarez (RSE) (Internal comments)
Case Task: 
A new Onsite case has been created according to the following details:
 
Customer:  Wilen
Press: DP37
Severity: 2-minor
SNOW Case: CS21536450
CDAX Case: 5152492533
Work Order: WO-032701799
Problem Description: Optimiser hear error STOP



2025-12-02 15:35 - Rodrigo Juarez (RSE) (Internal comments)
State for case task CSTASK0382245 changed to Closed

2025-12-02 15:34 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=b857a80a9769f250cc16b266f053af4a'target='_blank'> CSTASK0382252</a>[/code] has been created

2025-12-02 15:32 - Rodrigo Juarez (RSE) (Internal comments)
Log Type : Notes Log
Action Type : Inbound Customer call
Visible Externally : No
Hello,
Could you please assist me in case and WO creation for the attached list of presses. 
All identical case creation, XX in total, with the Latest Start Date Time Customer 30 days from the date of WO creation at 5pm.


New Case
Activity Type : Preventive Maintenance
Priority           : 3 - Normal
Severity          : 3 – Normal
Case Type:   Proactive
Issue Description  : (Press ID) Preventive Maintenance
Symptom Code (Top Category) :  Graphics : PWP: Press
Symptom Code (Sub Category) :  PM / Part Order / Training / Onsite
System Code (Specific Symptom) : Preventive Maintenance Required ( PM / Part Order / Training /Onsite )
Type Of Order Needed : New Work Order
Incident type: Preventative Maintenance 
Work Order Description: (Press ID) Preventative Maintenance 
Work Order Type: Preventative Maintenance

2025-12-02 15:29 - Kevin Finister (RSE) (Internal comments)
Spoke to Robert and he stated they are not down but they need an FSE in to check the optimizer print bar seems to have locked up a few times and the customer can't afford to be down needs to have it check. Dispatching for onsite.

2025-12-02 15:27 - Kevin Finister (RSE) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=5145208ec3297650876cdc1115013158'target='_blank'> CSTASK0382245</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21535720","87900","Resolved","NA East","MD Restored","Hatteras Press, inc","3360","HP PWI A2200","DP77/Phone/IPC down","WW PWP RS","Care Center","Break & Fix","Vision System","2025-12-02 12:51 - Sergio Torres Martinez (RSE) (External Comments)
Closure notes: DALSA drivers reloaded.

2025-12-02 12:07 - Sergio Torres Martinez (RSE) (External Comments)
Hello,

We will take a look at it.

Regards

","2025-12-02 12:50 - Sergio Torres Martinez (RSE) (Internal comments)
Customer is printing.

2025-12-02 12:40 - Sergio Torres Martinez (RSE) (Internal comments)
Iris service was not running. After reloading the DALSA drivers it is working again.

","DALSA drivers reloaded.","DALSA drivers reloaded.","","","Vision System","IRIS Issue","Performed Maintenance"
"3 - Moderate","CS21533305","107520","Resolved","Germany","MD Restored","Christiansen Print GmbH","2820","HP PWI T1100","Ripp ohne Funktion","WW PWP RS","Care Center","Break & Fix","Press Software","2025-12-02 07:03 - Seungmin Lee (FSE) (External Comments)
Closure notes: Issue resolved by operator

2025-12-02 06:56 - Seungmin Lee (FSE) (External Comments)
Thank you for update.

2025-12-02 06:55 - Print Operator DIGI (External Comments)
Hat sich erledigt. Trotzdem danke

2025-12-02 06:53 - Seungmin Lee (FSE) (External Comments)
Hello, all rips are working. Can you tell me more about this issue?

2025-12-02 06:16 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-02 06:52 - Seungmin Lee (FSE) (Internal comments)
Screenshot 2025-12-02 14:52.png copy/pasted into the case

","Issue resolved by operator","","","","Press Software","DFE Issue","Solved by Workaround"
"3 - Moderate","CS21536996","73320","Work In Progress","NA East","MD Restored","Finastra DBA Davis & Henderson","2580","HP PWI T230","MP312 - Phone - Press Power Outage/ Jobs lose","WW PWP RS","Care Center","Break & Fix","Press Hardware - Other","2025-12-02 15:59 - Said Hanafi (RSE) (External Comments)
checking customer issue and connecto the press to investigate

","2025-12-02 17:09 - Said Hanafi (RSE) (Internal comments)
Screenshot 2025-12-02 17:09.png copy/pasted into the case

2025-12-02 16:29 - Said Hanafi (RSE) (Internal comments)
I Spoke to Chuck  to delet the test job and start SUC will monitor

2025-12-02 16:26 - Said Hanafi (RSE) (Internal comments)
Screenshot 2025-12-02 16:26.png copy/pasted into the case

2025-12-02 16:19 - Said Hanafi (RSE) (Internal comments)
Screenshot 2025-12-02 16:19.png copy/pasted into the case

2025-12-02 16:15 - Said Hanafi (RSE) (Internal comments)
Screenshot 2025-12-02 16:15.png copy/pasted into the case

2025-12-02 16:07 - Said Hanafi (RSE) (Internal comments)
Called Chuck , had power outage , he mentioned that server Room  ICE rack red. checked the Job tools and not ready for  jobs

2025-12-02 16:03 - Said Hanafi (RSE) (Internal comments)
Screenshot 2025-12-02 16:03.png copy/pasted into the case

","","","","","","",""
"3 - Moderate","CS21537861","61140","Work In Progress","AP","MD Restored","永城盛大印刷科技股份有限公司Yongcheng Shengda Printing Technology Co., Ltd.","2520","HP PWI A2200","DP58 - Aerosol pump vacuum too low","WW PWP RS","Care Center","Break & Fix","Paper Path","2025-12-02 20:48 - 李 Li 启刚 QiGang (External Comments)
好的，现在可以操作了，谢谢你

2025-12-02 20:47 - Tom Koch (RSE) (External Comments)
After adjusting the pressure set point please try to run a start up calibration 

在调整压力设定点后，请尝试进行启动校准

2025-12-02 20:46 - Tom Koch (RSE) (External Comments)
Please be aware that if you run the press like this there will be less aerosol than usual. It is important to frequently check the print bar area for any kind of build up and run servicing routines while the press is in this state. I will dispatch an FSE to investigate the cause of the pressure drop for you guys. 

请注意，如果你这样运行印刷机，气雾量将会比平时少。重要的是要经常检查印刷条区域是否有任何积聚，并在印刷机处于这种状态时执行维护程序。我会派一名现场服务工程师来帮你们调查压力下降的原因。

2025-12-02 20:44 - Tom Koch (RSE) (External Comments)
OK. I will have you temporarily adjust the pressure set point. To do this hit the middle button on the pressure switch that you sent a picture of, the bottom right number should start flashing. Press the up arrow button on the left side until the flashing button reaches -12. Then hit the center button again. This should allow you to run. 

好的。我将让你暂时调整压力设定点。为此，按下你发送照片中压力开关的中间按钮，右下角的数字应该开始闪烁。然后按左侧的上箭头按钮，直到闪烁的数字达到 -12。然后再次按中间按钮。这应该可以让你运行。

2025-12-02 20:42 - 李 Li 启刚 QiGang (External Comments)
下一步需要怎么操作

2025-12-02 20:39 - 李 Li 启刚 QiGang (External Comments)
他们都有足够的吸力

2025-12-02 20:36 - 李 Li 启刚 QiGang (External Comments)
这是第一次反馈

2025-12-02 20:35 - Tom Koch (RSE) (External Comments)
Is the error the same initial pressure too low error that you sent earlier?

这个错误是你之前发过的初始压力过低的错误吗？

2025-12-02 20:34 - Tom Koch (RSE) (External Comments)
Please verify the suction from the aerosol duct on the print bar. You can do this by holding the thin not sticky backing to double sided tape up to the aerosol duct. The vacuum pressure should be enough to support the tape backing on its own. Please let me know the results and I will decide how to proceed from there. 

请检查打印条喷雾管的吸力。你可以通过将双面胶带的薄不粘背面贴近喷雾管来检测。真空压力应该足够让胶带背面独自支撑。请告诉我结果，我会据此决定下一步操作。

2025-12-02 20:33 - 李 Li 启刚 QiGang (External Comments)
启动的一瞬间数值在14-15左右，然后报错停机

2025-12-02 20:29 - 李 Li 启刚 QiGang (External Comments)
Attachment uploaded to the case

2025-12-02 20:19 - Tom Koch (RSE) (External Comments)
Can you verify that the aerosol blower was on when that picture was taken? If no, then turn the aerosol on and report what the number in the center of the screen says.

你能确认那张照片拍的时候气溶胶吹风机是否开着吗？如果没有，就打开气溶胶，然后报告屏幕中央显示的数字。

2025-12-02 20:16 - 李 Li 启刚 QiGang (External Comments)
Attachment uploaded to the case

2025-12-02 20:01 - Tom Koch (RSE) (External Comments)
If checking and reseating the hoses is not effective, please fins the pressure switch and attach a picture of it to the case. It will be located on the gear side of the arch. I will attach a picture of a pressure switch, yours should look similar.

如果检查并重新安装软管无效，请找到压力开关并将其照片附在工单上。它位于拱形的齿轮侧。我会附上一张压力开关的图片，你的应该看起来类似。

2025-12-02 19:58 - Tom Koch (RSE) (External Comments)
See attached image. there will be a hose on every print bar. 

请参阅附图。每个打印条上都会有一根软管。

2025-12-02 19:57 - 李 Li 启刚 QiGang (External Comments)
请回复

2025-12-02 19:47 - 李 Li 启刚 QiGang (External Comments)
机器目前在停机状态，请及时回复

2025-12-02 19:40 - 李 Li 启刚 QiGang (External Comments)
气雾管在什么地方

2025-12-02 19:18 - Tom Koch (RSE) (External Comments)
Hello, Please check that all of the aerosol hoses are properly secured to the ducts. It is common for this error to occur if the hoses are not secured properly after the cleaning aerosol ducts pm. 

您好，请检查所有气雾管是否正确固定在管道上。如果清洁气雾管道维护后管子没有正确固定，这种错误很常见。

2025-12-02 19:09 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-03 03:11 - Qi An (BOA) (Internal comments)
State for case task CSTASK0382433 changed to Closed

2025-12-03 03:10 - Qi An (BOA) (Internal comments)
Case Task: 
Hi Tom @Tom Koch (RSE)
Eddy Liu is on it and will follow up.
We are not the correct group to be assigned. You could check with Vincent er-xin.wang@hp.com or Eddy mu-liang.liu@hp.com for the correct process for future cases. Thanks.



2025-12-02 21:19 - Tom Koch (RSE) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=cd75fdc23b697650dba7da2a85e45aa0'target='_blank'> CSTASK0382433</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21533037","113100","Work In Progress","NA East","MD mis-reported","Books International Inc","2160","HP PWI T490M","XP361/phone/Press component is not responding","AMS PWP T2","Field","Break & Fix","Press Software","2025-12-02 05:11 - Seungmin Lee (FSE) (External Comments)
Hello, 

I think iLO Credentials are not set up correctly. Please set up iLO
And Please check prerip HDD. I think one of HDD on Prerip server is in failure status.

Thank you.

","2025-12-02 22:21 - Camron Becker (FSE) (Internal comments)
PPT got onsite today and replaced the faiulty Pre Rip HHD. I will stop by the shop tomorrow to confirm all issues are resolved and close this ticket out.

2025-12-02 22:06 - Camron Becker (FSE) (Internal comments)
A visit VST12915221 has been closed

2025-12-02 16:57 - Miguel Blanco Alvarez (DFE) (Internal comments)
Hello @Camron Becker (FSE) @Nicolai Baynum (SPE),

Going to gather info for requesting the HDD.One question does this customer need only HDD or also a tecnician to replace it?

Thanks

2025-12-02 16:35 - Camron Becker (FSE) (Internal comments)
This machine is not down, just needs new pre rip. Removing from down list.

2025-12-02 16:18 - Nicolai Baynum (SPE) (Internal comments)
Logged out of app1 then tried directly into prerip.   Worked this time without issue.   No lock up.    FSE to grab information from this case to request a hard drive.

2025-12-02 16:13 - Nicolai Baynum (SPE) (Internal comments)
Screenshot 2025-12-02 09:13.png copy/pasted into the case

2025-12-02 16:00 - Nicolai Baynum (SPE) (Internal comments)
Prerip was locking up when trying to remote into it.   Had to remote into App1 then RDP from App1 into prerip.

2025-12-02 15:59 - Nicolai Baynum (SPE) (Internal comments)
Screenshot 2025-12-02 08:59.png copy/pasted into the case

2025-12-02 15:59 - Petar Popkochev (FOA) (Internal comments)
Dear @Camron Becker (FSE) Press DOWN

Server isue please call Andy tel:+13017928737

Press going down every few hours.

Best Regards
Petar Popkochev

2025-12-02 14:30 - rodolfo arellano (BOA) (Internal comments)
A visit [code]<a href='wm_task.do?sys_id=cf6854cec329b65092739daf05013144 'target='_blank'>VST12915473</a>[/code] has been created

2025-12-02 13:24 - Camron Becker (FSE) (Internal comments)
A visit [code]<a href='wm_task.do?sys_id=1b598c4a4721b250b1601fc1e26d43ce 'target='_blank'>VST12915221</a>[/code] has been created

2025-12-02 05:30 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=7aec1efd4761fe10b1601fc1e26d4399'target='_blank'> CSTASK0382031</a>[/code] has been created

2025-12-02 05:17 - Seungmin Lee (FSE) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=c8b992f5c3a9fe10197db45115013129'target='_blank'> CSTASK0382030</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21538653","42540","Work In Progress","Germany","MD Restored","THIMM Verpackung GmbH + Co. KG","1440","HP PWI T1190","RS35 / Portal / Trockner 1 Stoerung","WW PWP RS","Care Center","Break & Fix","Dryer","2025-12-03 00:19 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-03 00:42 - Phil Robins (RSE) (Internal comments)
Response from K&B:
Solution Koenig & Bauer:

Already solved;
Customer needs to replace cable;
HP Ticket-Reference: Ref:MSG33114379
Koenig & Bauer Case-Reference:
ref:!00D200NL27.!500Sc0dfLJrIAM:ref

2025-12-03 00:27 - Phil Robins (RSE) (Internal comments)
Routing to K&B.

2025-12-03 00:23 - Phil Robins (RSE) (Internal comments)
Translated issue:
When the machine starts, dryer 1 always goes into fault mode. Our electrician has already reset it several times, but the error occurs every time it's started. Could something be broken?

","","","","","","",""
"3 - Moderate","CS21537429","67680","New","NA East","Not MD","Atlanta Demo - GEC","0","HP PWI A2200","DP23/BF/Cannot run 27# per without creasing in paper out of rewinder","AMS PWI Field Specialist","Specialist","Break & Fix","Press Hardware - Other","","2025-12-02 20:19 - Phil Robins (RSE) (Internal comments)
Jeff (256.800.3600) is reporting that this issue, affecting the UNWINDER will not allow running 27 lbs media.
Press is not officially down (can run other media) but, this issue requires resolution ASAP.
BH FSE, Chris, is aware, as he created the case and does have the ability to elevate.  Elevating to T2.5 on his behalf.

Additionally, Jeff is indicating that he is not receiving case notifications.  Will follow-up with Karen to ensure that SNOW utility is working.

2025-12-02 17:28 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=86518102c3297650197db451150131e1'target='_blank'> CSTASK0382316</a>[/code] has been created

2025-12-02 17:27 - Rodrigo Juarez (RSE) (Internal comments)
A new Onsite case has been created according to the following details:
 
Customer:  Atlanta Demo - GEC
Press: DP23
Severity: 2-minor
SNOW Case: CS21537429
CDAX Case: 5152499031
Work Order: WO-032703028
Problem Description: Cannot run 27# per without creasing in paper out of rewinder

2025-12-02 17:20 - Rodrigo Juarez (RSE) (Internal comments)
From: Smartsheet Automation <automation@app.smartsheet.com> 
Sent: Tuesday, December 2, 2025 8:47 AM
To: PWP Tier0 Support <dispatchihps@hp.com>
Subject: Changes to Case Request Form: IPCS New Case Request Form

CAUTION: External Email 
 
 		


Changes to Case Request Form: IPCS New Case Request Form



 
 	 	Case Request Form 
 


 
 		 	 
 	Details 	Changes since 12/2/25, 6:44 AM	 
 		 	 
 	1 row added
________________________________________
 	1 row added or updated (shown in yellow) 
	Row 3131
	
Hide this field		
Created		12/02/25, 6:44 AM
Asset Tag		DP23
Region		East
Submitted By:		Christopher Reed (908)386-6374 christopher.reed@bhemail.com
Type of Request		Case Request
Type of Case Needed		New Case
Asset & Company Name		DP23 Atlanta Demo - GEC
Issue Description/Case Subject		Cannot run 27# per without creasing in paper out of rewinder
Case Priority		Low - Normal
Customer Contact Name		Jeffrey Collins
Customer Contact Phone Number		+1 (256) 800-3600
Case Sub Category		3rd Party Inline Devices
Customer Case ID (CDAX / SNOW Case ID)		
Type of Follow up Needed		
Type of Order Needed		New Work Order
Symptom Code		
From Date (One Work Order per Day)		12/02/25
TIll Date		
Additional Note		Tecnau rewinder seems to have shifted from vibration. When we run heavy substrates this can cause heavy vibrations and the rewinder looks to have shifted. This is now causing the rewinder to crease the paper as it comes out. It can also be observed as paper is running from the rewinder to the press, the paper path is not straight. It's being slightly pulled back to the press from the rewinder. Rewinder needs to be moved and trammed and anchored to prevent any more movement in the future. I will be escalating this case for HP to have eyes on case. I also have photos for the support engineer on the case.
Trouble Shooting Actions		
Additional Email Address to Notify		
1. SAP Part Number		
1. Part Description		
Shipment Priority		
1. Part Quantity		
2. SAP Part Number 		
2. Part Description		
2. Part Quantity		
3. SAP Part Number		
3. Part Description		
3. Part Quantity		
Repeat issue 		No
If Repeat Issue then enter time frame.		
Case Category		
Product Line		UN
Channel		HP Inc
4. SAP Part Number		
4. Part Description		
4. Part Quantity		
5. SAP Part Number		
5. Part Description		
5. Part Quantity		

 	Changes made by web-form@smartsheet.com

________________________________________
You are receiving this email because you are subscribed to a workflow ""IPCS New Case Request Form"" (ID# 1510925338470276) on sheet Case Request Form 
Exclude your changes from all notifications | Unsubscribe 
Powered by Smartsheet Inc. | Privacy Policy | Report Abuse/Spam 
—‐‒‒—‒  ‒—‐— ‒– ‒‒ —
 
 


","","","","","","",""
